Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-03-13 00:00:00-05:00,0.05437635388293588,0.06237294864623669,0.05437635388293588,0.05970700830221176,1031788800,0.0,0.0
1986-03-14 00:00:00-05:00,0.05970699154120264,0.06290599642912716,0.05970699154120264,0.06183925271034241,308160000,0.0,0.0
1986-03-17 00:00:00-05:00,0.06183931190266415,0.06343912244506557,0.06183931190266415,0.06290605664253235,133171200,0.0,0.0
1986-03-18 00:00:00-05:00,0.06290605233251906,0.06343911809852923,0.060773176133718604,0.061306241899728775,67766400,0.0,0.0
1986-03-19 00:00:00-05:00,0.06130619831568168,0.061839263702722885,0.05970700215455807,0.060240067541599274,47894400,0.0,0.0
1986-03-20 00:00:00-05:00,0.06024007883375314,0.06024007883375314,0.05810781688589047,0.05864088237285614,58435200,0.0,0.0
1986-03-21 00:00:00-05:00,0.05864087483293726,0.05970700566978777,0.05597554774081101,0.057041678577661514,59990400,0.0,0.0
1986-03-24 00:00:00-05:00,0.05704169381672021,0.05704169381672021,0.05490943157337151,0.05544249713420868,65289600,0.0,0.0
1986-03-25 00:00:00-05:00,0.05544248838484547,0.056508619338274,0.05490942290813121,0.056508619338274,32083200,0.0,0.0
1986-03-26 00:00:00-05:00,0.056508648237226004,0.05864091123453856,0.055975582487897864,0.05810784548521042,22752000,0.0,0.0
1986-03-27 00:00:00-05:00,0.05810783635807916,0.05917396768927574,0.05810783635807916,0.05917396768927574,16848000,0.0,0.0
1986-03-31 00:00:00-05:00,0.05917394785982181,0.05917394785982181,0.0575747513989248,0.05864088237285614,12873600,0.0,0.0
1986-04-01 00:00:00-05:00,0.05864091123453856,0.05864091123453856,0.05810784548521042,0.05810784548521042,11088000,0.0,0.0
1986-04-02 00:00:00-05:00,0.05810781688589047,0.05970701334678747,0.05810781688589047,0.05864088237285614,27014400,0.0,0.0
1986-04-03 00:00:00-05:00,0.05917396768927574,0.06077316468607061,0.05917396768927574,0.05917396768927574,23040000,0.0,0.0
1986-04-04 00:00:00-05:00,0.05917396768927574,0.05970703335487403,0.05917396768927574,0.05917396768927574,26582400,0.0,0.0
1986-04-07 00:00:00-05:00,0.0591739769838667,0.05970704273319483,0.057041713986554145,0.05810784548521042,16560000,0.0,0.0
1986-04-08 00:00:00-05:00,0.05810781688589047,0.05970701334678747,0.05810781688589047,0.05864088237285614,10252800,0.0,0.0
1986-04-09 00:00:00-05:00,0.058640877418356586,0.060240073744139346,0.058640877418356586,0.05970700830221176,12153600,0.0,0.0
1986-04-10 00:00:00-05:00,0.05970700215455807,0.06077313292864048,0.058640871380475655,0.060240067541599274,13881600,0.0,0.0
1986-04-11 00:00:00-05:00,0.060773176133718604,0.06237298656650888,0.060773176133718604,0.061306241899728775,17222400,0.0,0.0
1986-04-14 00:00:00-05:00,0.06130618741805746,0.06237293113684222,0.06130618741805746,0.06183925271034241,12153600,0.0,0.0
