Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-01-22 00:00:00-05:00,0.04011878256394706,0.044775311584014724,0.03558146497740723,0.0376117043197155,2714688000,0.0,0.0
1999-01-25 00:00:00-05:00,0.0405965399745699,0.04202889452409068,0.037611703930043774,0.04155205562710762,510480000,0.0,0.0
1999-01-26 00:00:00-05:00,0.0420288934263442,0.04286519762474585,0.037730910960754434,0.03832788020372391,343200000,0.0,0.0
1999-01-27 00:00:00-05:00,0.038447109112467806,0.039402625259363,0.03629766066292999,0.03820868954062462,244368000,0.0,0.0
1999-01-28 00:00:00-05:00,0.03820866841914826,0.038447087859194894,0.03785012203787199,0.038088541477918625,227520000,0.0,0.0
1999-01-29 00:00:00-05:00,0.038088534810531094,0.03820866173073255,0.03629763424396515,0.03629763424396515,244032000,0.0,0.0
1999-02-01 00:00:00-05:00,0.03629764853126397,0.037253160942705046,0.03629764853126397,0.03701474145054817,154704000,0.0,0.0
1999-02-02 00:00:00-05:00,0.0362976457887646,0.03725315812801113,0.03307438653286507,0.034149110317230225,264096000,0.0,0.0
1999-02-03 00:00:00-05:00,0.03367135443811293,0.0353430440587958,0.03343201604466135,0.03486528620123863,75120000,0.0,0.0
1999-02-04 00:00:00-05:00,0.035343044641699635,0.03773091503952202,0.03486528677626293,0.03677540272474289,181920000,0.0,0.0
1999-02-05 00:00:00-05:00,0.03737236875687172,0.03820867304882809,0.03641777195176506,0.03785012662410736,136848000,0.0,0.0
1999-02-08 00:00:00-05:00,0.03808854655398507,0.03820867351122404,0.03653698042035103,0.03653698042035103,154080000,0.0,0.0
1999-02-09 00:00:00-05:00,0.03725314804182333,0.037491570867508255,0.03462594330673105,0.035103701055049896,86976000,0.0,0.0
1999-02-10 00:00:00-05:00,0.03510371909376824,0.03605923166532093,0.03414911861963325,0.034746088087558746,148224000,0.0,0.0
1999-02-11 00:00:00-05:00,0.03486528201227587,0.03916326435520825,0.03486528201227587,0.03773090988397598,132240000,0.0,0.0
1999-02-12 00:00:00-05:00,0.038208675673116414,0.04011878834388671,0.038208675673116414,0.03988036885857582,109728000,0.0,0.0
1999-02-16 00:00:00-05:00,0.04059654532693522,0.04226823847463416,0.03605922377309622,0.04011878743767738,211008000,0.0,0.0
1999-02-17 00:00:00-05:00,0.03916327499921472,0.039641032929218306,0.037253162208685735,0.03796933963894844,67728000,0.0,0.0
1999-02-18 00:00:00-05:00,0.03916325324747853,0.039641010912129834,0.037491564301779315,0.038566287606954575,70704000,0.0,0.0
1999-02-19 00:00:00-05:00,0.038208675673116414,0.040596546243936216,0.03773091777306691,0.03988036885857582,75360000,0.0,0.0
1999-02-22 00:00:00-05:00,0.04059654532693522,0.041074303216193056,0.0379693364007206,0.04011878743767738,205248000,0.0,0.0
1999-02-23 00:00:00-05:00,0.04107429974222978,0.042865200770374215,0.03868642942730776,0.042028896510601044,138096000,0.0,0.0
1999-02-24 00:00:00-05:00,0.04823791722636723,0.05014894546474254,0.044297564808887566,0.045372288674116135,612768000,0.0,0.0
1999-02-25 00:00:00-05:00,0.04728330415245541,0.04871566199340763,0.04322282586330304,0.043939922004938126,149136000,0.0,0.0
1999-02-26 00:00:00-05:00,0.04441769625593821,0.04585005121179238,0.041552067414683376,0.04190969839692116,172608000,0.0,0.0
1999-03-01 00:00:00-05:00,0.04298442234089811,0.043939938263839684,0.04011879350161924,0.04214903339743614,92160000,0.0,0.0
1999-03-02 00:00:00-05:00,0.042028893649740745,0.04226823202253899,0.04107429694634782,0.04179047420620918,55248000,0.0,0.0
1999-03-03 00:00:00-05:00,0.04202889425513681,0.04202889425513681,0.03868642735121572,0.038924846798181534,61392000,0.0,0.0
